"sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-s1isp7-5 src 4","sc-s1isp7-5 src 5","sc-s1isp7-5 src 6","sc-s1isp7-5 src 7","sc-s1isp7-5 src 8","sc-s1isp7-5 src 9","sc-s1isp7-5 src 10","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-1hp8d8a-0","sc-1q7bklc-1","sc-rbbb40-0","sc-1hez2tp-0 3","sc-1hez2tp-0 4","sc-1hez2tp-0 5","sc-1hez2tp-0 6","sc-1hez2tp-0 7","sc-1hez2tp-0 8","sc-1hez2tp-0 9","sc-1hez2tp-0 10","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-rbbb40-0 2","sc-1hez2tp-0 11","sc-1hez2tp-0 12","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 11","sc-1hez2tp-0 15","sc-s1isp7-5 src 12","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-rbbb40-0 3","sc-1hez2tp-0 19","sc-1hez2tp-0 20","sc-s1isp7-5 src 16","sc-1hez2tp-0 21","sc-s1isp7-5 src 17","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-rbbb40-0 4"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","41 min","Noorani Restaurant","4.0","star-fill","North Indian, Biryani, Chinese, Seafood, Mughlai, Sichuan","₹150 for one","8250+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","8250+ orders placed from here recently","50% OFF up to 100","43 min","North Indian, Mughlai, Rolls, Seafood, Kebab, Biryani","Kareem's","3.9","star-fill","₹150 for one","3975+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","3975+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","38 min","Shawarma","₹150 for one","Shawarma Corner","2.9","star-fill","1975+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","1975+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/noorani-restaurant-malad-east/order","https://www.zomato.com/mumbai/kareems-goregaon-east/order","https://www.zomato.com/mumbai/shawarma-corner-malad-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","41 min","Bindaas Binge","4.0","star-fill","Bakery, Fast Food, Desserts","₹150 for one","1300+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1300+ orders placed from here recently","50% OFF up to 100","38 min","Maharashtrian, South Indian, North Indian, Chinese, Fast Food, Shake, Beverages","Udipi Vihar","","","₹150 for one","3925+ orders placed from here recently","Restaurant partner follows WHO protocol","3925+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","48 min","Chinese","₹150 for one","Dada's Kitchen Chinese And Multicuisine","3.9","star-fill","1125+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/bindaas-binge-malad-east/order","https://www.zomato.com/mumbai/udipi-vihar-goregaon-east/order","https://www.zomato.com/mumbai/dadas-kitchen-chinese-and-multicuisine-malad-east/order","4.2","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","37 min","Instawich - Desi Sandwiches","3.7","star-fill","Sandwich, Fast Food, Rolls","₹150 for one","2650+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","2650+ orders placed from here recently","50% OFF up to 100","43 min","Mughlai, North Indian, Chinese, Fast Food","Rogan Tadka","3.9","star-fill","₹150 for one","675+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","42 min","Chinese, North Indian, Mughlai, Biryani, Seafood, Desserts, Beverages","₹150 for one","Hotel Sahara","4.0","star-fill","1425+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","1425+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/instawich-desi-sandwiches-goregaon-east/order","https://www.zomato.com/mumbai/rogan-tadka-goregaon-east/order","https://www.zomato.com/mumbai/hotel-sahara-goregaon-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","40 min","Sahara Restaurant","3.6","star-fill","Chinese, North Indian, Mughlai, Biryani","₹150 for one","3550+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","3550+ orders placed from here recently","50% OFF up to 100","43 min","Pizza, Burger, Lebanese, Sandwich, Fast Food","Shawarma Adda","","","₹150 for one","650+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","36 min","Bakery","₹150 for one","The Noisy Cake","4.0","star-fill","250+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/sahara-restaurant-malad-east/order","https://www.zomato.com/mumbai/shawarma-adda-malad-east/order","https://www.zomato.com/mumbai/the-noisy-cake-malad-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","49 min","IDC Kitchen","4.0","star-fill","South Indian, Beverages","₹150 for one","775+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","775+ orders placed from here recently","50% OFF up to 100","42 min","Street Food, South Indian, Sichuan","The Bombay Chaat Co- By Spukies","3.9","star-fill","₹150 for one","4800+ orders placed from here recently","","","","60% OFF","","","","https://www.zomato.com/mumbai/mahakali-restaurants","35 min","Ice Cream, Desserts","₹150 for one","Grameen Kulfi","4.0","star-fill","350+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/idc-kitchen-malad-east/order","https://www.zomato.com/mumbai/the-bombay-chaat-co-by-spukies-malad-east/order","https://www.zomato.com/mumbai/grameen-kulfi-malad-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","47 min","Hotel Shree Prabhu Niketan","3.9","star-fill","Chinese, South Indian, Street Food, North Indian, Beverages, Fast Food, Shake, Sichuan","₹200 for one","400+ orders placed from here recently","Restaurant partner follows WHO protocol","400+ orders placed from here recently","60% OFF","41 min","Middle Eastern, Lebanese, Healthy Food","Falafel's","","","₹200 for one","75+ orders placed from here recently","","","","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","43 min","Chinese, North Indian, South Indian, Street Food, Fast Food, Ice Cream, Desserts, Beverages","₹200 for one","Hotel Laxmi Next","4.1","star-fill","3125+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/mahakali-restaurants","3125+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/hotel-shree-prabhu-niketan-malad-east/order","https://www.zomato.com/mumbai/falafels-1-goregaon-east/order","https://www.zomato.com/mumbai/hotel-laxmi-next-powai/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","45 min","Atta Girl","4.0","star-fill","South Indian","₹200 for one","1825+ orders placed from here recently","","","50% OFF up to 100","34 min","South Indian, Fast Food, North Indian, Chinese, Street Food, Maharashtrian, Beverages","Udupi 2 Mumbai","","","₹200 for one","675+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","48 min","North Indian, Fast Food, Burger","₹200 for one","Canteen Central by EatFit","3.8","star-fill","100+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/atta-girl-ghatkopar-west/order","https://www.zomato.com/mumbai/udupi-2-mumbai-1-vile-parle-east/order","https://www.zomato.com/mumbai/canteen-central-by-eatfit-vikhroli/order","4.3","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","","","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","39 min","Fabelle Chocolates","4.0","star-fill","Desserts, Bakery","₹200 for one","","","","","","69 min","McCafe by McDonald's","","","Coffee, Beverages, Burger, Fast Food","50+ orders placed from here recently","₹200 for one","","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","54 min","Rajasthani, North Indian, South Indian, Street Food, Desserts","₹200 for one","Halwai Ki Dukan","3.7","star-fill","800+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/fabelle-chocolates-vikhroli/order","https://www.zomato.com/mumbai/mccafe-by-mcdonalds-powai/order","https://www.zomato.com/mumbai/halwai-ki-dukan-powai/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","45 min","City Star","4.0","star-fill","Chinese, North Indian, Mughlai, Biryani, Italian, Fast Food, Beverages","₹200 for one","1375+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1375+ orders placed from here recently","50% OFF up to 100","35 min","North Indian, Chinese, South Indian, Maharashtrian, Fast Food, Street Food, Beverages","Sagar Veg Restaurant","","","₹200 for one","1050+ orders placed from here recently","Restaurant partner follows WHO protocol","1050+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50 min","Bakery, Panini, Desserts, Mexican, American","₹200 for one","Bakery By Foodhall","3.9","star-fill","1100+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/mahakali-restaurants","1100+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/city-star-goregaon-east/order","https://www.zomato.com/mumbai/sagar-veg-restaurant-1-near-andheri-east-station/order","https://www.zomato.com/mumbai/bakery-by-foodhall-santacruz-west/order","4.1","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","48 min","Chocolateria San Churro","3.7","star-fill","Desserts, Cafe, Italian, Continental, Salad, Beverages","₹200 for one","950+ orders placed from here recently","","","50% OFF up to 100","57 min","Chinese, Momos, Tibetan, Sichuan","Dumpling Khang","","","₹200 for one","1000+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","65 min","Burger, Fast Food","₹200 for one","Chicking","3.9","star-fill","375+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/chocolateria-san-churro-linking-road-bandra-west/order","https://www.zomato.com/mumbai/dumpling-khang-santacruz-east/order","https://www.zomato.com/mumbai/chicking-kurla/order","4.2","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","66 min","Blue's Kitchen By Loima","4.2","star-fill","Japanese, Thai, Sushi, Desserts","₹200 for one","1200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1200+ orders placed from here recently","50% OFF up to 100","31 min","Ice Cream, Desserts, Shake","Shree Rameshwer Ice Cream And Faluda","","","₹200 for one","500+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","47 min","Juices, Shake, Desserts, Panini, Sandwich, Fast Food, Sichuan","₹200 for one","Juice Bar","4.1","star-fill","1000+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/blues-kitchen-by-loima-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/shree-rameshwer-ice-cream-and-faluda-1-goregaon-east/order","https://www.zomato.com/mumbai/juice-bar-powai/order","4.2","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","43 min","Al-Hijaz","4.0","star-fill","Lebanese, Fast Food, Rolls, Pizza, Sandwich","₹200 for one","1650+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1650+ orders placed from here recently","50% OFF up to 100","53 min","Pizza, Burger, Italian","It's Cheeky","","","₹200 for one","150+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","33 min","North Indian, South Indian, Chinese, Fast Food, Sichuan, Desserts, Beverages","₹200 for one","Pritam Fast Food","4.2","star-fill","625+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/al-hijaz-santacruz-west/order","https://www.zomato.com/mumbai/its-cheeky-khar/order","https://www.zomato.com/mumbai/pritam-fast-food-goregaon-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","","","50% OFF up to 100","56 min","Kripa Saagar","","","South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages, Desserts, Shake","₹200 for one","350+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","350+ orders placed from here recently","","","55 min","Suchali's Artisan Bakehouse","4.2","star-fill","Bakery, Beverages","","₹200 for one","","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","41 min","North Indian, Chinese, Biryani, Fast Food, Street Food, Sichuan, Beverages","₹200 for one","Curry And Combos Twist","4.1","star-fill","1200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","1200+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/kripa-saagar-santacruz-east/order","https://www.zomato.com/mumbai/suchalis-artisan-bakehouse-powai/order","https://www.zomato.com/mumbai/curry-and-combos-twist-malad-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","62 min","China Gate","4.0","star-fill","Chinese, Asian, Thai, Sichuan, Seafood, Desserts","₹450 for one","2025+ orders placed from here recently","Restaurant partner follows WHO protocol","2025+ orders placed from here recently","50% OFF up to 100","70 min","Street Food, Fast Food, Beverages, Sandwich, Pizza, Shake","Blossom The Cloud Kitchen","","","₹450 for one","100+ orders placed from here recently","","","","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","46 min","Mithai, Street Food","₹450 for one","New Annapurna Sweet & Farsan","4.3","star-fill","575+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/china-gate-1-linking-road-bandra-west/order","https://www.zomato.com/mumbai/blossom-the-cloud-kitchen-ghatkopar-west/order","https://www.zomato.com/mumbai/new-annapurna-sweet-farsan-bandra-east/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","56 min","Sai Swad Dosa","","","South Indian, Beverages, Street Food, Shake, Sichuan","₹450 for one","2775+ orders placed from here recently","","","50% OFF up to 100","34 min","Bakery","Pablo's","","","₹450 for one","550+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","51 min","Bengali, Rolls, North Indian","₹450 for one","The Bengal Club","3.9","star-fill","150+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/mahakali-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/sai-swad-dosa-2-ghatkopar-east/order","https://www.zomato.com/mumbai/pablos-marol/order","https://www.zomato.com/mumbai/the-bengal-club-powai/order","4.1","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","50% OFF up to 100","63 min","Wahid Restaurant","3.8","star-fill","Chinese, North Indian, Mughlai, Sichuan","₹450 for one","3700+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","3700+ orders placed from here recently","50% OFF up to 100","52 min","Chinese, North Indian, Mughlai, Continental, Desserts, Sichuan","Sheetal Bukhara","4.0","star-fill","₹450 for one","725+ orders placed from here recently","","","","50% OFF up to 100","","","","https://www.zomato.com/mumbai/mahakali-restaurants","46 min","Sandwich, Healthy Food","₹450 for one","Happy8 Sandwich","3.7","star-fill","50+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/wahid-restaurant-kurla/order","https://www.zomato.com/mumbai/sheetal-bukhara-khar/order","https://www.zomato.com/mumbai/happy8-sandwich-1-kurla/order","",""
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","46 min","Ruchi Veg Restaurant","4.0","star-fill","South Indian, North Indian, Chinese, Italian, Mexican, Fast Food, Desserts, Beverages","₹450 for one","950+ orders placed from here recently","Restaurant partner follows WHO protocol","950+ orders placed from here recently","50% OFF up to 100","46 min","Chinese, North Indian, Mughlai, Seafood, Biryani, Sichuan","Santosh Lunch Home","","","₹450 for one","675+ orders placed from here recently","","","","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","47 min","Italian, Pizza, Seafood, Continental, Beverages, Salad, Pasta, Shake","₹450 for one","Mia Cucina","4.0","star-fill","1300+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/ruchi-veg-restaurant-goregaon-east/order","https://www.zomato.com/mumbai/santosh-lunch-home-santacruz-east/order","https://www.zomato.com/mumbai/mia-cucina-powai/order","4.2","star-fill"
"https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","25 min","Shri Ganesh Farsan And Sweet","3.3","star-fill","Mithai, Street Food","₹100 for one","450+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","450+ orders placed from here recently","50% OFF up to 100","63 min","Fast Food, Chinese, North Indian, Mughlai, Malwani, Sichuan","The Fusion Foods","","","₹100 for one","375+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","375+ orders placed from here recently","https://www.zomato.com/mumbai/mahakali-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","https://www.zomato.com/mumbai/mahakali-restaurants","56 min","Korean, Japanese, Poké, Sushi, Salad, Rolls","₹100 for one","The Poke Co.","4.3","star-fill","1075+ orders placed from here recently","","https://www.zomato.com/mumbai/mahakali-restaurants","","","","","","https://www.zomato.com/mumbai/shri-ganesh-farsan-and-sweet-near-andheri-east-station/order","https://www.zomato.com/mumbai/the-fusion-foods-goregaon-east/order","https://www.zomato.com/mumbai/the-poke-co-vikhroli/order","",""
